Episode,Timestep,Reward,Loss,WinRate,Epsilon
1172,24644,-11.00,8.082053,35.75,0.0100
1173,24663,-21.00,8.091430,35.72,0.0100
1174,24693,-10.00,8.135368,35.69,0.0100
1175,24716,-8.00,7.777716,35.66,0.0100
1176,24735,-11.00,7.475567,35.63,0.0100
1177,24768,-3.00,8.562496,35.60,0.0100
1178,24780,-20.00,8.226181,35.57,0.0100
1179,24814,65.50,8.291883,35.62,0.0100
1180,24834,-19.00,7.391381,35.59,0.0100
1181,24851,-8.00,7.740106,35.56,0.0100
1182,24873,-20.00,8.456059,35.53,0.0100
1183,24898,65.00,8.484183,35.59,0.0100
1184,24919,55.33,7.629183,35.64,0.0100
1185,24949,55.17,7.607217,35.70,0.0100
1186,24954,-29.00,10.011963,35.67,0.0100
1187,24975,-16.00,7.747091,35.64,0.0100
1188,24981,-28.00,8.333943,35.61,0.0100
1189,25009,60.00,8.061314,35.66,0.0100
1190,25028,-19.00,7.914584,35.63,0.0100
1191,25043,-7.00,8.927648,35.60,0.0100
1192,25064,-14.00,8.746607,35.57,0.0100
1193,25090,63.00,7.878567,35.62,0.0100
1194,25110,-17.00,8.206018,35.59,0.0100
1195,25130,-11.00,7.318100,35.56,0.0100
1196,25154,-17.00,8.351344,35.54,0.0100
1197,25180,60.17,7.927021,35.59,0.0100
1198,25200,-17.00,7.850487,35.56,0.0100
1199,25218,-13.00,8.099055,35.53,0.0100
1200,25252,68.17,8.451818,35.58,0.0100
1201,25279,65.17,7.729047,35.64,0.0100
1202,25296,-20.00,7.052809,35.61,0.0100
1203,25324,64.83,7.967883,35.66,0.0100
1204,25343,-19.00,8.265280,35.63,0.0100
1205,25364,-16.00,8.360188,35.60,0.0100
1206,25390,66.83,8.083600,35.66,0.0100
1207,25395,-29.00,8.078854,35.63,0.0100
1208,25426,67.33,7.868546,35.68,0.0100
1209,25445,-19.00,7.971846,35.65,0.0100
1210,25463,-15.00,9.036832,35.62,0.0100
1211,25492,63.33,8.679911,35.67,0.0100
1212,25500,-24.00,7.996720,35.64,0.0100
1213,25509,-27.00,8.875637,35.61,0.0100
1214,25537,59.33,8.468826,35.67,0.0100
1215,25556,-21.00,8.848451,35.64,0.0100
1216,25577,-18.00,8.119904,35.61,0.0100
1217,25596,-15.00,8.329185,35.58,0.0100
1218,25616,-16.00,8.474782,35.55,0.0100
1219,25645,55.67,7.960045,35.60,0.0100
1220,25678,62.17,8.162379,35.66,0.0100
1221,25701,-5.00,8.463872,35.63,0.0100
1222,25729,67.33,7.673772,35.68,0.0100
1223,25748,-19.00,8.589593,35.65,0.0100
1224,25774,67.17,7.289064,35.70,0.0100
1225,25799,-19.00,8.069307,35.67,0.0100
1226,25820,-11.00,7.873303,35.64,0.0100
1227,25843,58.67,7.626417,35.70,0.0100
1228,25865,-20.00,7.327054,35.67,0.0100
1229,25875,-18.00,8.739245,35.64,0.0100
1230,25902,-13.00,7.869711,35.61,0.0100
1231,25914,-23.00,7.784212,35.58,0.0100
1232,25938,-19.00,8.158155,35.55,0.0100
1233,25961,-19.00,7.738259,35.52,0.0100
1234,25980,-19.00,7.566647,35.49,0.0100
1235,25997,-21.00,8.664178,35.47,0.0100
1236,26015,-19.00,8.046258,35.44,0.0100
1237,26031,-20.00,7.757737,35.41,0.0100
1238,26043,-23.00,9.456038,35.38,0.0100
1239,26066,-17.00,8.053820,35.35,0.0100
1240,26084,-15.00,7.443024,35.32,0.0100
1241,26108,-8.00,8.396367,35.29,0.0100
1242,26132,-6.00,7.507773,35.27,0.0100
1243,26157,-19.00,8.102410,35.24,0.0100
1244,26179,62.50,7.902879,35.29,0.0100
1245,26201,-9.00,7.835096,35.26,0.0100
1246,26222,-14.00,8.416522,35.23,0.0100
1247,26250,-17.00,7.260742,35.20,0.0100
1248,26275,55.33,7.999478,35.26,0.0100
1249,26297,-11.00,8.209026,35.23,0.0100
1250,26331,-3.00,7.577402,35.20,0.0100
1251,26353,64.50,8.705127,35.25,0.0100
1252,26376,-18.00,8.261724,35.22,0.0100
1253,26398,61.17,7.386781,35.28,0.0100
1254,26412,-23.00,7.323849,35.25,0.0100
1255,26434,54.67,7.742012,35.30,0.0100
1256,26464,61.67,8.387118,35.35,0.0100
1257,26484,-21.00,8.730821,35.32,0.0100
1258,26509,64.67,7.923938,35.37,0.0100
1259,26529,-21.00,8.352946,35.35,0.0100
1260,26557,54.00,8.832881,35.40,0.0100
1261,26579,-18.00,8.196805,35.37,0.0100
1262,26610,-2.00,8.363684,35.34,0.0100
1263,26641,67.17,8.104765,35.39,0.0100
1264,26658,-15.00,7.688122,35.36,0.0100
1265,26683,61.83,8.709463,35.42,0.0100
1266,26708,-10.00,8.414864,35.39,0.0100
1267,26737,60.50,8.140282,35.44,0.0100
1268,26756,-21.00,8.976549,35.41,0.0100
1269,26776,62.67,8.381751,35.46,0.0100
1270,26798,-9.00,8.367722,35.43,0.0100
1271,26817,-21.00,7.616811,35.41,0.0100
1272,26848,67.17,8.347864,35.46,0.0100
1273,26867,-10.00,8.951978,35.43,0.0100
1274,26871,-29.00,8.402894,35.40,0.0100
1275,26899,53.17,8.413593,35.45,0.0100
1276,26910,-26.00,7.320850,35.42,0.0100
1277,26940,-6.00,8.867738,35.40,0.0100
1278,26952,-17.00,7.472592,35.37,0.0100
1279,26977,64.33,8.358803,35.42,0.0100
1280,27007,64.00,8.721548,35.47,0.0100
1281,27029,-16.00,8.828127,35.44,0.0100
1282,27061,61.50,7.783690,35.49,0.0100
1283,27088,65.33,8.908184,35.54,0.0100
1284,27096,-27.00,6.912235,35.51,0.0100
1285,27124,60.33,8.039118,35.56,0.0100
1286,27148,54.33,8.520884,35.61,0.0100
1287,27175,65.17,8.768013,35.66,0.0100
1288,27206,-6.00,8.248761,35.64,0.0100
1289,27225,-9.00,8.584451,35.61,0.0100
1290,27242,-15.00,8.425072,35.58,0.0100
1291,27265,58.17,7.904896,35.63,0.0100
1292,27292,64.67,8.812145,35.68,0.0100
1293,27311,-12.00,8.304772,35.65,0.0100
1294,27315,-29.00,6.939619,35.63,0.0100
1295,27343,67.67,8.409044,35.68,0.0100
1296,27364,58.67,8.381581,35.73,0.0100
1297,27378,-20.00,8.834555,35.70,0.0100
1298,27393,-19.00,8.439825,35.67,0.0100
1299,27408,-19.00,8.704472,35.64,0.0100
1300,27429,-16.00,7.748618,35.62,0.0100
1301,27454,53.83,8.537036,35.66,0.0100
1302,27474,-17.00,7.931504,35.64,0.0100
1303,27505,67.00,8.530341,35.69,0.0100
1304,27533,-13.00,9.074981,35.66,0.0100
1305,27552,-17.00,8.943364,35.63,0.0100
1306,27583,64.50,8.172818,35.68,0.0100
1307,27603,-19.00,8.498959,35.65,0.0100
1308,27631,69.00,8.174978,35.70,0.0100
1309,27650,-17.00,8.045058,35.68,0.0100
1310,27674,-17.00,8.568721,35.65,0.0100
1311,27712,67.00,8.652268,35.70,0.0100
1312,27739,57.17,8.598630,35.75,0.0100
1313,27762,-18.00,8.499159,35.72,0.0100
1314,27796,56.50,8.771746,35.77,0.0100
1315,27821,-6.00,8.059611,35.74,0.0100
1316,27834,-19.00,8.867157,35.71,0.0100
1317,27859,54.83,8.050040,35.76,0.0100
1318,27864,-29.00,10.094466,35.74,0.0100
1319,27872,-27.00,7.509843,35.71,0.0100
1320,27898,60.17,8.099525,35.76,0.0100
1321,27903,-29.00,9.427008,35.73,0.0100
1322,27931,54.67,8.506368,35.78,0.0100
1323,27950,-17.00,9.176750,35.75,0.0100
1324,27978,-7.00,8.595450,35.73,0.0100
1325,27987,-27.00,8.222538,35.70,0.0100
1326,28018,69.83,8.566973,35.75,0.0100
1327,28034,-22.00,7.836401,35.72,0.0100
1328,28050,-22.00,7.580247,35.69,0.0100
1329,28084,69.50,8.872818,35.74,0.0100
1330,28111,63.17,7.288499,35.79,0.0100
1331,28128,-21.00,7.752369,35.76,0.0100
1332,28148,-20.00,8.144064,35.74,0.0100
1333,28167,-6.00,7.865267,35.71,0.0100
1334,28192,58.67,8.121554,35.76,0.0100
1335,28209,-22.00,7.766729,35.73,0.0100
1336,28237,69.00,8.502924,35.78,0.0100
1337,28251,-20.00,8.779289,35.75,0.0100
1338,28279,66.33,8.368837,35.80,0.0100
1339,28303,64.50,8.372703,35.85,0.0100
1340,28326,-9.00,8.160747,35.82,0.0100
1341,28354,68.17,7.946945,35.87,0.0100
1342,28359,-29.00,7.648916,35.84,0.0100
1343,28379,-18.00,8.365566,35.82,0.0100
1344,28409,-8.00,8.451715,35.79,0.0100
1345,28433,-10.00,8.012232,35.76,0.0100
1346,28450,57.00,9.031873,35.81,0.0100
1347,28472,-14.00,8.119041,35.78,0.0100
1348,28490,-21.00,9.163009,35.76,0.0100
1349,28517,-5.00,7.759918,35.73,0.0100
1350,28535,-10.00,7.941068,35.70,0.0100
1351,28554,-17.00,7.748959,35.68,0.0100
1352,28585,65.50,7.766539,35.72,0.0100
1353,28608,-10.00,8.479312,35.70,0.0100
1354,28630,54.17,9.309030,35.75,0.0100
1355,28652,-14.00,7.563450,35.72,0.0100
1356,28678,63.17,8.688668,35.77,0.0100
1357,28703,-8.00,8.624256,35.74,0.0100
1358,28729,62.67,7.929343,35.79,0.0100
1359,28753,61.50,7.860186,35.84,0.0100
1360,28764,-18.00,8.976342,35.81,0.0100
1361,28789,60.83,8.064925,35.86,0.0100
1362,28816,58.67,8.765887,35.90,0.0100
1363,28838,-20.00,8.346314,35.88,0.0100
1364,28854,-13.00,8.267274,35.85,0.0100
1365,28875,-5.00,8.876322,35.82,0.0100
1366,28890,-16.00,8.543223,35.80,0.0100
1367,28908,-11.00,8.608757,35.77,0.0100
1368,28925,-17.00,8.821971,35.75,0.0100
1369,28938,-17.00,8.820811,35.72,0.0100
1370,28969,68.33,8.154739,35.77,0.0100
1371,28996,65.50,8.278916,35.81,0.0100
1372,29019,-9.00,7.632481,35.79,0.0100
1373,29041,58.17,8.165124,35.83,0.0100
1374,29052,-18.00,8.240894,35.81,0.0100
1375,29082,-12.00,8.595734,35.78,0.0100
1376,29106,-8.00,8.387378,35.76,0.0100
1377,29134,55.17,9.319837,35.80,0.0100
1378,29142,-28.00,7.220651,35.78,0.0100
1379,29167,53.17,8.974315,35.82,0.0100
1380,29183,-20.00,9.157339,35.80,0.0100
1381,29204,-9.00,7.831968,35.77,0.0100
1382,29222,-8.00,8.883035,35.75,0.0100
1383,29240,-21.00,8.202230,35.72,0.0100
1384,29266,61.33,8.208462,35.77,0.0100
1385,29286,-15.00,7.962903,35.74,0.0100
1386,29303,-17.00,8.737535,35.71,0.0100
1387,29326,66.83,8.863671,35.76,0.0100
1388,29340,-11.00,8.385589,35.73,0.0100
1389,29349,-27.00,9.068826,35.71,0.0100
1390,29377,59.50,8.498731,35.76,0.0100
1391,29385,-25.00,8.020295,35.73,0.0100
1392,29403,-11.00,8.661334,35.70,0.0100
1393,29424,-20.00,8.790015,35.68,0.0100
1394,29439,-16.00,8.821445,35.65,0.0100
1395,29461,57.33,8.416310,35.70,0.0100
1396,29486,-10.00,9.236194,35.67,0.0100
1397,29499,-23.00,8.620325,35.65,0.0100
1398,29524,60.83,8.599780,35.69,0.0100
1399,29547,-18.00,8.664976,35.67,0.0100
1400,29553,-28.00,8.920748,35.64,0.0100
1401,29570,-21.00,8.343705,35.62,0.0100
1402,29599,64.33,8.960378,35.66,0.0100
1403,29618,-8.00,8.759400,35.64,0.0100
1404,29639,-9.00,8.195409,35.61,0.0100
1405,29671,67.17,8.606346,35.66,0.0100
1406,29688,-16.00,8.920308,35.63,0.0100
1407,29713,62.83,8.665942,35.68,0.0100
1408,29733,-17.00,8.295370,35.65,0.0100
1409,29761,54.17,8.781089,35.70,0.0100
1410,29781,-15.00,8.721970,35.67,0.0100
1411,29806,50.33,9.101378,35.72,0.0100
1412,29825,-21.00,8.353162,35.69,0.0100
1413,29848,61.00,8.036309,35.74,0.0100
1414,29875,61.33,8.503718,35.79,0.0100
1415,29900,-4.00,8.391022,35.76,0.0100
1416,29919,-15.00,7.990182,35.73,0.0100
1417,29944,62.67,8.995451,35.78,0.0100
1418,29971,65.33,9.088572,35.83,0.0100
1419,29996,-6.00,9.160281,35.80,0.0100
1420,30012,-21.00,8.349694,35.77,0.0100
1421,30027,-13.00,7.496803,35.75,0.0100
1422,30051,-8.00,8.131187,35.72,0.0100
1423,30057,-28.00,7.863046,35.70,0.0100
1424,30066,-27.00,10.001556,35.67,0.0100
1425,30097,66.00,8.217182,35.72,0.0100
1426,30116,-21.00,8.376166,35.69,0.0100
1427,30146,-2.00,8.821952,35.67,0.0100
1428,30165,-17.00,8.900179,35.64,0.0100
1429,30188,-6.00,8.755300,35.62,0.0100
1430,30217,65.17,9.534276,35.66,0.0100
1431,30231,-22.00,8.336359,35.64,0.0100
1432,30251,-14.00,9.021959,35.61,0.0100
1433,30285,-1.00,9.069880,35.59,0.0100
1434,30316,66.67,8.855540,35.63,0.0100
1435,30332,-20.00,8.396727,35.61,0.0100
1436,30362,-8.00,7.501136,35.58,0.0100
1437,30384,-16.00,8.580532,35.56,0.0100
1438,30399,-24.00,8.439580,35.54,0.0100
1439,30418,52.17,8.210896,35.58,0.0100
1440,30435,-20.00,9.358927,35.56,0.0100
1441,30463,65.33,9.564990,35.60,0.0100
1442,30474,-26.00,9.601918,35.58,0.0100
1443,30499,67.33,8.785833,35.62,0.0100
1444,30528,-3.00,9.144115,35.60,0.0100
1445,30556,58.33,9.172898,35.64,0.0100
1446,30589,68.00,9.128095,35.68,0.0100
1447,30614,-15.00,8.816857,35.66,0.0100
1448,30630,-7.00,7.696192,35.64,0.0100
1449,30652,60.33,9.250287,35.68,0.0100
1450,30675,-20.00,8.899910,35.66,0.0100
1451,30700,53.83,8.820887,35.70,0.0100
1452,30719,-19.00,8.374127,35.67,0.0100
1453,30744,-15.00,8.131018,35.65,0.0100
1454,30766,53.17,8.993602,35.69,0.0100
1455,30783,-20.00,8.956336,35.67,0.0100
1456,30795,-17.00,9.342092,35.65,0.0100
1457,30828,-1.00,8.673196,35.62,0.0100
1458,30853,55.17,8.666228,35.67,0.0100
1459,30877,58.50,9.528588,35.71,0.0100
1460,30894,-20.00,8.414047,35.68,0.0100
1461,30920,-7.00,9.885468,35.66,0.0100
1462,30949,65.33,9.084289,35.70,0.0100
1463,30971,-18.00,9.078557,35.68,0.0100
1464,30993,-14.00,8.401482,35.66,0.0100
1465,31008,-13.00,8.703418,35.63,0.0100
1466,31033,60.00,8.333458,35.68,0.0100
1467,31049,-20.00,8.192206,35.65,0.0100
1468,31056,-28.00,9.068245,35.63,0.0100
1469,31087,60.50,8.767069,35.67,0.0100
1470,31109,-18.00,9.219439,35.65,0.0100
1471,31138,66.33,8.768453,35.69,0.0100
1472,31149,-25.00,8.486629,35.67,0.0100
1473,31158,-27.00,9.621706,35.64,0.0100
1474,31178,-16.00,8.557184,35.62,0.0100
1475,31198,58.50,8.443063,35.66,0.0100
1476,31215,-23.00,9.005615,35.64,0.0100
1477,31237,55.17,8.001488,35.68,0.0100
1478,31257,-19.00,9.281645,35.66,0.0100
1479,31285,68.50,9.002444,35.70,0.0100
1480,31307,-20.00,9.098745,35.68,0.0100
1481,31329,-10.00,9.024599,35.65,0.0100
1482,31354,60.50,9.371377,35.70,0.0100
1483,31376,-20.00,8.830509,35.67,0.0100
1484,31403,-14.00,8.692034,35.65,0.0100
1485,31432,58.83,9.004562,35.69,0.0100
1486,31451,-19.00,8.471872,35.67,0.0100
1487,31474,65.83,9.025494,35.71,0.0100
1488,31484,-26.00,8.055246,35.69,0.0100
1489,31512,-7.00,9.705040,35.66,0.0100
1490,31535,-4.00,9.288929,35.64,0.0100
1491,31545,-24.00,9.673460,35.61,0.0100
1492,31572,-3.00,8.688346,35.59,0.0100
1493,31598,-7.00,9.123348,35.57,0.0100
1494,31620,-16.00,9.207831,35.54,0.0100
1495,31629,-27.00,9.392543,35.52,0.0100
1496,31641,-23.00,9.939726,35.49,0.0100
1497,31664,-17.00,9.322733,35.47,0.0100
1498,31686,-14.00,9.238780,35.45,0.0100
1499,31703,-15.00,9.787200,35.42,0.0100
1500,31731,-7.00,9.463673,35.40,0.0100
1501,31759,67.83,10.160343,35.44,0.0100
1502,31779,-19.00,9.945471,35.42,0.0100
1503,31798,56.17,9.756372,35.46,0.0100
1504,31823,-6.00,8.631891,35.44,0.0100
1505,31852,58.67,10.047655,35.48,0.0100
1506,31882,62.50,9.695490,35.52,0.0100
1507,31909,59.67,9.245585,35.57,0.0100
1508,31936,63.50,8.672509,35.61,0.0100
1509,31955,-15.00,8.306116,35.59,0.0100
1510,31981,61.33,8.947557,35.63,0.0100
1511,32003,-11.00,9.167742,35.61,0.0100
1512,32019,-21.00,8.431470,35.58,0.0100
1513,32047,61.50,9.441757,35.62,0.0100
1514,32074,67.33,8.703465,35.67,0.0100
1515,32094,-19.00,10.022793,35.64,0.0100
1516,32119,65.17,9.334456,35.69,0.0100
1517,32148,-5.00,8.598566,35.66,0.0100
1518,32170,61.67,8.581766,35.70,0.0100
1519,32197,63.50,9.096474,35.75,0.0100
1520,32214,-18.00,9.407999,35.72,0.0100
1521,32245,55.83,8.906631,35.77,0.0100
1522,32262,-16.00,8.921513,35.74,0.0100
1523,32282,-18.00,9.552144,35.72,0.0100
1524,32292,-18.00,8.839907,35.70,0.0100
1525,32323,56.50,9.401959,35.74,0.0100
1526,32349,-4.00,9.518450,35.71,0.0100
1527,32367,-18.00,8.960317,35.69,0.0100
1528,32390,-6.00,9.335682,35.67,0.0100
1529,32422,65.00,9.294306,35.71,0.0100
1530,32439,-18.00,9.295671,35.69,0.0100
1531,32467,60.83,9.261031,35.73,0.0100
1532,32481,-24.00,10.294073,35.70,0.0100
1533,32499,-20.00,9.879429,35.68,0.0100
1534,32524,59.50,8.876030,35.72,0.0100
1535,32538,-21.00,9.213104,35.70,0.0100
1536,32553,-18.00,9.761557,35.68,0.0100
1537,32578,60.00,9.777570,35.72,0.0100
1538,32595,-16.00,10.011521,35.70,0.0100
1539,32616,-16.00,9.526909,35.67,0.0100
1540,32641,60.17,10.015048,35.71,0.0100
1541,32660,-15.00,8.973247,35.69,0.0100
1542,32685,-17.00,9.211794,35.67,0.0100
1543,32697,-20.00,10.488760,35.64,0.0100
1544,32706,-27.00,10.551937,35.62,0.0100
1545,32718,-25.00,10.266922,35.60,0.0100
1546,32736,-21.00,9.446215,35.58,0.0100
1547,32764,67.00,9.177670,35.62,0.0100
1548,32775,-23.00,9.865116,35.59,0.0100
1549,32784,-27.00,11.320254,35.57,0.0100
1550,32806,63.17,9.616084,35.61,0.0100
1551,32828,-7.00,9.428684,35.59,0.0100
1552,32838,-26.00,8.402511,35.57,0.0100
1553,32860,63.50,9.931814,35.61,0.0100
1554,32884,61.17,10.021089,35.65,0.0100
1555,32895,-18.00,9.521529,35.63,0.0100
1556,32920,63.17,9.417977,35.67,0.0100
1557,32940,-17.00,10.151664,35.65,0.0100
1558,32959,53.00,9.571279,35.69,0.0100
1559,32978,-17.00,9.151545,35.66,0.0100
1560,33001,60.00,8.768886,35.71,0.0100
1561,33009,-25.00,10.311334,35.68,0.0100
1562,33015,-28.00,9.386432,35.66,0.0100
1563,33043,65.00,9.400295,35.70,0.0100
1564,33062,-17.00,9.122708,35.68,0.0100
1565,33083,-14.00,10.163011,35.65,0.0100
1566,33098,-22.00,9.884371,35.63,0.0100
1567,33111,-25.00,9.552693,35.61,0.0100
1568,33123,-23.00,9.039432,35.59,0.0100
1569,33151,65.33,8.927978,35.63,0.0100
1570,33173,-16.00,10.699945,35.61,0.0100
1571,33199,56.83,10.068426,35.65,0.0100
1572,33218,-8.00,8.549342,35.62,0.0100
1573,33234,-16.00,8.297268,35.60,0.0100
1574,33257,-17.00,9.117869,35.58,0.0100
1575,33276,-19.00,8.765498,35.56,0.0100
1576,33301,59.33,9.331617,35.60,0.0100
1577,33323,-11.00,10.425256,35.57,0.0100
1578,33344,-20.00,10.151792,35.55,0.0100
1579,33369,-4.00,10.577733,35.53,0.0100
1580,33381,-25.00,9.853769,35.51,0.0100
1581,33406,53.50,9.719071,35.55,0.0100
1582,33425,-12.00,10.218502,35.52,0.0100
1583,33441,-20.00,9.586757,35.50,0.0100
1584,33459,-6.00,9.478112,35.48,0.0100
1585,33484,54.00,10.230869,35.52,0.0100
1586,33503,-21.00,9.399685,35.50,0.0100
1587,33529,66.33,9.570462,35.54,0.0100
1588,33545,-7.00,9.047117,35.52,0.0100
1589,33567,-20.00,9.682811,35.49,0.0100
1590,33591,-17.00,9.870172,35.47,0.0100
1591,33606,-13.00,9.746216,35.45,0.0100
1592,33640,66.17,8.926920,35.49,0.0100
1593,33662,-7.00,8.908467,35.47,0.0100
1594,33681,-6.00,11.218431,35.45,0.0100
1595,33709,59.83,10.525308,35.49,0.0100
1596,33729,-19.00,9.816479,35.46,0.0100
1597,33751,53.83,10.147822,35.50,0.0100
1598,33772,63.83,9.584059,35.54,0.0100
1599,33777,-29.00,8.440628,35.52,0.0100
1600,33802,55.50,9.744069,35.56,0.0100
1601,33826,57.33,10.198306,35.60,0.0100
1602,33848,-9.00,8.682929,35.58,0.0100
1603,33874,64.67,10.043179,35.62,0.0100
1604,33893,-21.00,9.219838,35.60,0.0100
1605,33912,-19.00,10.868411,35.58,0.0100
1606,33933,-7.00,9.973500,35.55,0.0100
1607,33964,62.83,9.987462,35.59,0.0100
1608,33981,-20.00,9.175411,35.57,0.0100
1609,34001,-20.00,9.985317,35.55,0.0100
1610,34027,58.17,10.930946,35.59,0.0100
1611,34046,-17.00,9.595715,35.57,0.0100
1612,34069,54.67,9.483930,35.61,0.0100
1613,34090,62.17,10.619402,35.65,0.0100
1614,34106,-18.00,9.855075,35.63,0.0100
1615,34132,59.17,9.011159,35.67,0.0100
1616,34157,-10.00,9.062897,35.64,0.0100
1617,34178,-7.00,10.662015,35.62,0.0100
1618,34202,-8.00,9.257669,35.60,0.0100
1619,34221,-15.00,9.231634,35.58,0.0100
1620,34249,69.17,9.426707,35.62,0.0100
1621,34271,-11.00,9.270875,35.60,0.0100
1622,34284,-25.00,10.322045,35.57,0.0100
1623,34315,64.67,9.578502,35.61,0.0100
1624,34342,63.83,10.774310,35.65,0.0100
1625,34359,-23.00,9.579957,35.63,0.0100
1626,34373,-24.00,9.117950,35.61,0.0100
1627,34388,-16.00,9.649729,35.59,0.0100
1628,34398,-27.00,9.638072,35.57,0.0100
1629,34420,64.83,9.974495,35.60,0.0100
1630,34444,62.50,9.456466,35.64,0.0100
1631,34466,-11.00,9.902154,35.62,0.0100
1632,34492,58.33,10.347381,35.66,0.0100
1633,34512,-11.00,10.607879,35.64,0.0100
1634,34537,57.50,10.002956,35.68,0.0100
1635,34557,-21.00,9.115264,35.66,0.0100
1636,34581,-6.00,9.958090,35.64,0.0100
1637,34602,-14.00,9.127116,35.61,0.0100
1638,34630,64.67,10.048367,35.65,0.0100
1639,34649,-10.00,8.747058,35.63,0.0100
1640,34672,60.17,10.271389,35.67,0.0100
1641,34688,-16.00,8.896638,35.65,0.0100
1642,34714,61.00,10.308227,35.69,0.0100
1643,34735,55.50,9.070496,35.73,0.0100
1644,34752,-22.00,9.286772,35.71,0.0100
1645,34776,-13.00,10.584771,35.68,0.0100
1646,34801,59.50,10.199654,35.72,0.0100
1647,34818,-21.00,10.058165,35.70,0.0100
1648,34846,61.33,10.151526,35.74,0.0100
1649,34869,-11.00,10.643640,35.72,0.0100
1650,34892,-19.00,10.681149,35.70,0.0100
1651,34916,-10.00,9.615758,35.68,0.0100
1652,34934,-15.00,9.889373,35.65,0.0100
1653,34956,-16.00,10.517093,35.63,0.0100
1654,34968,-23.00,10.832438,35.61,0.0100
1655,34993,60.33,9.348164,35.65,0.0100
1656,35017,60.00,9.766103,35.69,0.0100
1657,35045,-7.00,9.903103,35.67,0.0100
1658,35065,62.67,9.684051,35.71,0.0100
1659,35092,62.17,10.584249,35.74,0.0100
1660,35108,-22.00,11.023300,35.72,0.0100
1661,35126,-19.00,10.394500,35.70,0.0100
1662,35144,-6.00,10.092958,35.68,0.0100
1663,35170,65.83,9.458402,35.72,0.0100
1664,35189,-21.00,10.331391,35.70,0.0100
1665,35211,-16.00,9.294779,35.68,0.0100
1666,35231,-14.00,9.496097,35.65,0.0100
1667,35257,63.00,9.662160,35.69,0.0100
1668,35274,-20.00,9.706286,35.67,0.0100
1669,35295,-16.00,10.470824,35.65,0.0100
1670,35301,-28.00,9.178349,35.63,0.0100
1671,35323,62.50,10.589608,35.67,0.0100
1672,35328,-29.00,11.163695,35.65,0.0100
1673,35351,-17.00,9.312292,35.62,0.0100
1674,35377,60.33,10.097504,35.66,0.0100
1675,35388,-22.00,8.881948,35.64,0.0100
1676,35413,59.17,10.057753,35.68,0.0100
1677,35433,-19.00,10.532404,35.66,0.0100
1678,35454,-16.00,10.850563,35.64,0.0100
1679,35475,-14.00,8.934070,35.62,0.0100
1680,35492,-17.00,10.630915,35.60,0.0100
1681,35510,-15.00,9.432615,35.57,0.0100
1682,35529,-19.00,10.302134,35.55,0.0100
1683,35554,61.17,10.027726,35.59,0.0100
1684,35574,-19.00,10.533997,35.57,0.0100
1685,35593,48.67,10.383227,35.61,0.0100
1686,35604,-26.00,11.130819,35.59,0.0100
1687,35629,63.67,11.151847,35.63,0.0100
1688,35649,-21.00,10.744084,35.60,0.0100
1689,35679,-6.00,10.251804,35.58,0.0100
1690,35703,-19.00,10.202024,35.56,0.0100
1691,35726,-13.00,10.766862,35.54,0.0100
1692,35752,60.33,10.113946,35.58,0.0100
1693,35779,63.00,9.366360,35.62,0.0100
1694,35806,60.17,10.410694,35.66,0.0100
1695,35828,-20.00,10.375128,35.63,0.0100
1696,35857,63.83,11.556261,35.67,0.0100
1697,35890,66.33,10.489742,35.71,0.0100
1698,35906,-22.00,11.261198,35.69,0.0100
1699,35932,63.50,9.873323,35.73,0.0100
1700,35954,-16.00,10.340504,35.71,0.0100
1701,35981,-7.00,10.146827,35.68,0.0100
1702,36007,64.67,10.218214,35.72,0.0100
1703,36031,64.83,10.269277,35.76,0.0100
1704,36052,65.50,10.198350,35.80,0.0100
1705,36080,-9.00,10.870822,35.78,0.0100
1706,36104,-8.00,9.721145,35.76,0.0100
1707,36122,-21.00,10.237052,35.74,0.0100
1708,36154,66.50,10.268568,35.77,0.0100
1709,36165,-24.00,9.770108,35.75,0.0100
1710,36185,-16.00,9.851375,35.73,0.0100
1711,36192,-28.00,11.162238,35.71,0.0100
1712,36215,-15.00,10.392423,35.69,0.0100
1713,36236,-18.00,9.334814,35.67,0.0100
1714,36254,-17.00,11.087903,35.65,0.0100
1715,36274,53.17,10.216243,35.69,0.0100
1716,36285,-25.00,10.178028,35.66,0.0100
1717,36306,-7.00,11.342015,35.64,0.0100
1718,36326,-20.00,9.779904,35.62,0.0100
1719,36354,-11.00,9.831409,35.60,0.0100
1720,36385,56.33,9.422986,35.64,0.0100
1721,36396,-15.00,9.961576,35.62,0.0100
1722,36415,59.00,9.594301,35.66,0.0100
1723,36434,-10.00,9.680453,35.64,0.0100
1724,36450,-15.00,9.279334,35.61,0.0100
1725,36470,-7.00,10.032420,35.59,0.0100
1726,36499,61.83,10.207453,35.63,0.0100
1727,36519,-21.00,10.901852,35.61,0.0100
1728,36527,-27.00,9.383420,35.59,0.0100
1729,36550,60.17,10.746163,35.63,0.0100
1730,36573,-5.00,10.525404,35.61,0.0100
1731,36592,54.67,11.034406,35.64,0.0100
1732,36614,-16.00,9.597482,35.62,0.0100
1733,36618,-29.00,10.510047,35.60,0.0100
1734,36641,-17.00,9.943628,35.58,0.0100
1735,36659,-19.00,9.800481,35.56,0.0100
1736,36694,69.50,10.059254,35.60,0.0100
1737,36708,-21.00,10.623897,35.58,0.0100
