Episode,Timestep,Reward,Loss,WinRate,Epsilon
2870,60673,66.17,12.575838,34.74,0.0100
2871,60692,-19.00,11.348679,34.73,0.0100
2872,60727,65.50,12.201788,34.75,0.0100
2873,60746,-21.00,12.416483,34.74,0.0100
2874,60775,59.83,11.635948,34.76,0.0100
2875,60805,65.33,11.880560,34.78,0.0100
2876,60827,-20.00,11.427347,34.77,0.0100
2877,60850,61.67,11.319807,34.79,0.0100
2878,60881,-8.00,11.754302,34.78,0.0100
2879,60907,63.67,11.911820,34.80,0.0100
2880,60915,-28.00,10.132949,34.79,0.0100
2881,60936,-5.00,12.088238,34.78,0.0100
2882,60964,65.67,11.288278,34.80,0.0100
2883,60981,-18.00,10.761165,34.79,0.0100
2884,61009,62.50,11.113272,34.81,0.0100
2885,61031,-16.00,11.199875,34.80,0.0100
2886,61041,-24.00,11.744563,34.79,0.0100
2887,61069,66.17,11.751175,34.81,0.0100
2888,61088,-8.00,11.726023,34.80,0.0100
2889,61109,-18.00,11.456848,34.79,0.0100
2890,61128,-15.00,11.700389,34.78,0.0100
2891,61159,65.67,11.365696,34.80,0.0100
2892,61179,-17.00,11.429042,34.79,0.0100
2893,61194,-13.00,10.227504,34.77,0.0100
2894,61209,-24.00,11.189436,34.76,0.0100
2895,61229,-18.00,11.396498,34.75,0.0100
2896,61250,-7.00,11.431421,34.74,0.0100
2897,61271,-18.00,13.254095,34.73,0.0100
2898,61287,-16.00,12.705464,34.71,0.0100
2899,61310,-13.00,11.385118,34.70,0.0100
2900,61328,-21.00,11.402606,34.69,0.0100
2901,61348,52.17,11.601522,34.71,0.0100
2902,61371,-16.00,10.721459,34.70,0.0100
2903,61388,-21.00,11.673799,34.69,0.0100
2904,61411,58.00,11.956398,34.71,0.0100
2905,61441,61.83,11.435302,34.73,0.0100
2906,61464,-16.00,12.080904,34.72,0.0100
2907,61481,-17.00,10.791135,34.71,0.0100
2908,61493,-23.00,12.320400,34.70,0.0100
2909,61508,-19.00,10.964606,34.69,0.0100
2910,61524,-13.00,11.333916,34.67,0.0100
2911,61548,-4.00,12.466032,34.66,0.0100
2912,61576,66.17,12.586079,34.68,0.0100
2913,61606,63.50,12.304120,34.71,0.0100
2914,61626,-19.00,10.824988,34.69,0.0100
2915,61647,-18.00,11.956920,34.68,0.0100
2916,61659,-23.00,12.247781,34.67,0.0100
2917,61680,-20.00,11.262351,34.66,0.0100
2918,61705,57.33,11.545306,34.68,0.0100
2919,61733,-9.00,11.273411,34.67,0.0100
2920,61755,-18.00,10.761005,34.66,0.0100
2921,61782,-7.00,12.642559,34.65,0.0100
2922,61797,-23.00,10.655496,34.63,0.0100
2923,61828,66.00,11.132100,34.66,0.0100
2924,61858,61.50,11.540312,34.68,0.0100
2925,61880,-16.00,12.054302,34.67,0.0100
2926,61899,-21.00,12.214860,34.65,0.0100
2927,61914,-22.00,12.564408,34.64,0.0100
2928,61926,-25.00,11.733390,34.63,0.0100
2929,61949,-10.00,11.510632,34.62,0.0100
2930,61975,65.67,11.845928,34.64,0.0100
2931,61997,-9.00,12.078444,34.63,0.0100
2932,62021,-8.00,11.318753,34.62,0.0100
2933,62040,-17.00,13.818413,34.61,0.0100
2934,62065,60.33,10.449633,34.63,0.0100
2935,62070,-29.00,10.373625,34.62,0.0100
2936,62101,63.00,11.418124,34.64,0.0100
2937,62124,-18.00,11.046539,34.63,0.0100
2938,62149,60.00,12.247019,34.65,0.0100
2939,62176,63.50,10.344720,34.67,0.0100
2940,62204,-9.00,11.386522,34.66,0.0100
2941,62225,-18.00,10.482930,34.65,0.0100
2942,62248,64.33,10.868258,34.67,0.0100
2943,62264,-13.00,11.911629,34.66,0.0100
2944,62271,-25.00,12.783018,34.65,0.0100
2945,62295,-8.00,12.028408,34.63,0.0100
2946,62323,61.33,12.630361,34.66,0.0100
2947,62345,-18.00,11.638758,34.65,0.0100
2948,62365,53.67,10.791335,34.67,0.0100
2949,62373,-25.00,10.399730,34.66,0.0100
2950,62385,-25.00,10.559521,34.64,0.0100
2951,62403,-21.00,12.163972,34.63,0.0100
2952,62415,-17.00,11.979049,34.62,0.0100
2953,62436,-18.00,10.824996,34.61,0.0100
2954,62461,63.00,10.915640,34.63,0.0100
2955,62483,-9.00,12.400889,34.62,0.0100
2956,62503,52.00,12.429597,34.64,0.0100
2957,62525,-20.00,11.807594,34.63,0.0100
2958,62557,58.17,10.726638,34.65,0.0100
2959,62576,-17.00,12.069855,34.64,0.0100
2960,62595,-19.00,12.404107,34.63,0.0100
2961,62623,59.67,11.997377,34.65,0.0100
2962,62646,-16.00,11.404959,34.64,0.0100
2963,62674,60.17,11.806891,34.66,0.0100
2964,62693,-21.00,12.373551,34.65,0.0100
2965,62717,-8.00,11.831829,34.64,0.0100
2966,62736,-19.00,11.926318,34.63,0.0100
2967,62761,60.67,12.015774,34.65,0.0100
2968,62780,-21.00,12.371921,34.64,0.0100
2969,62812,62.50,11.742411,34.66,0.0100
2970,62842,64.67,11.680976,34.68,0.0100
2971,62862,-17.00,11.819227,34.67,0.0100
2972,62893,60.83,12.423101,34.69,0.0100
2973,62913,-17.00,12.432080,34.68,0.0100
2974,62934,-5.00,10.802783,34.67,0.0100
2975,62963,-6.00,12.489523,34.66,0.0100
2976,62985,-14.00,12.478353,34.64,0.0100
2977,63002,-12.00,10.442188,34.63,0.0100
2978,63015,-23.00,11.536492,34.62,0.0100
2979,63036,-21.00,11.751540,34.61,0.0100
2980,63050,-13.00,10.150444,34.60,0.0100
2981,63071,-20.00,11.878816,34.59,0.0100
2982,63086,-22.00,12.847152,34.57,0.0100
2983,63104,-15.00,10.710881,34.56,0.0100
2984,63119,-7.00,11.831483,34.55,0.0100
2985,63151,63.50,11.699058,34.57,0.0100
2986,63170,-19.00,12.338655,34.56,0.0100
2987,63188,-12.00,13.144150,34.55,0.0100
2988,63207,-19.00,11.331666,34.54,0.0100
2989,63224,-17.00,11.225372,34.53,0.0100
2990,63250,54.50,10.329496,34.55,0.0100
2991,63270,-17.00,11.782112,34.54,0.0100
2992,63289,58.83,12.290887,34.56,0.0100
2993,63308,-19.00,13.536593,34.55,0.0100
2994,63329,-9.00,12.582382,34.54,0.0100
2995,63356,-7.00,10.949384,34.52,0.0100
2996,63380,-10.00,12.954107,34.51,0.0100
2997,63409,64.17,11.085735,34.53,0.0100
2998,63423,-22.00,11.045906,34.52,0.0100
2999,63436,56.00,12.470779,34.54,0.0100
3000,63463,60.50,11.949518,34.57,0.0100
3001,63490,63.00,12.221960,34.59,0.0100
3002,63507,-23.00,11.915188,34.58,0.0100
3003,63531,-6.00,11.748683,34.57,0.0100
3004,63555,-17.00,12.704786,34.55,0.0100
3005,63584,-6.00,11.180584,34.54,0.0100
3006,63610,58.00,11.785986,34.56,0.0100
3007,63640,63.67,12.758270,34.59,0.0100
3008,63659,-12.00,11.537326,34.57,0.0100
3009,63677,-19.00,11.483705,34.56,0.0100
3010,63704,-9.00,11.857816,34.55,0.0100
3011,63731,-9.00,11.979794,34.54,0.0100
3012,63752,-20.00,11.609610,34.53,0.0100
3013,63770,-21.00,11.943733,34.52,0.0100
3014,63796,61.83,12.322870,34.54,0.0100
3015,63819,-16.00,12.389963,34.53,0.0100
3016,63842,-17.00,11.821399,34.52,0.0100
3017,63865,54.00,12.523165,34.54,0.0100
3018,63890,-17.00,12.176327,34.53,0.0100
3019,63915,-19.00,12.363521,34.51,0.0100
3020,63940,68.67,12.004165,34.54,0.0100
3021,63962,-18.00,12.006612,34.52,0.0100
3022,63972,-27.00,10.657858,34.51,0.0100
3023,63995,-15.00,12.006959,34.50,0.0100
3024,64008,-22.00,13.374595,34.49,0.0100
3025,64020,-25.00,12.506873,34.48,0.0100
3026,64042,63.67,12.024093,34.50,0.0100
3027,64055,-17.00,12.718964,34.49,0.0100
3028,64076,-20.00,11.124927,34.48,0.0100
3029,64095,-17.00,11.911389,34.47,0.0100
3030,64123,64.50,12.247609,34.49,0.0100
3031,64137,-24.00,12.169868,34.48,0.0100
3032,64156,62.50,12.454356,34.50,0.0100
3033,64175,-19.00,12.352086,34.49,0.0100
3034,64205,-8.00,11.946172,34.48,0.0100
3035,64230,-19.00,11.818757,34.46,0.0100
3036,64253,-19.00,12.177650,34.45,0.0100
3037,64269,-21.00,12.368832,34.44,0.0100
3038,64292,-10.00,12.435975,34.43,0.0100
3039,64316,-19.00,12.381599,34.42,0.0100
3040,64335,-19.00,11.513651,34.41,0.0100
3041,64356,-20.00,11.779813,34.40,0.0100
3042,64374,-19.00,12.740287,34.39,0.0100
3043,64391,-15.00,12.345273,34.37,0.0100
3044,64414,62.17,11.263771,34.40,0.0100
3045,64441,60.33,11.371962,34.42,0.0100
3046,64463,-18.00,12.066307,34.41,0.0100
3047,64482,-17.00,12.189794,34.39,0.0100
3048,64511,-6.00,11.750329,34.38,0.0100
3049,64529,-21.00,10.064884,34.37,0.0100
3050,64547,-19.00,11.736772,34.36,0.0100
3051,64576,53.83,11.204887,34.38,0.0100
3052,64596,-17.00,11.177543,34.37,0.0100
3053,64618,61.50,11.784334,34.39,0.0100
3054,64638,-17.00,11.562952,34.38,0.0100
3055,64654,58.17,12.443375,34.40,0.0100
3056,64665,-23.00,11.202982,34.39,0.0100
3057,64687,60.67,12.116148,34.41,0.0100
3058,64717,63.17,12.359717,34.43,0.0100
3059,64736,-21.00,12.163999,34.42,0.0100
3060,64765,67.67,11.531154,34.44,0.0100
3061,64787,-14.00,11.027947,34.43,0.0100
3062,64803,-16.00,12.242806,34.42,0.0100
3063,64822,60.67,12.290222,34.44,0.0100
3064,64841,-17.00,11.868981,34.43,0.0100
3065,64873,68.67,12.931197,34.45,0.0100
3066,64890,-22.00,12.049734,34.44,0.0100
3067,64915,60.17,12.145373,34.46,0.0100
3068,64940,-6.00,13.309125,34.45,0.0100
3069,64953,-17.00,11.840528,34.44,0.0100
3070,64978,67.67,11.447561,34.46,0.0100
3071,64988,-27.00,11.059187,34.45,0.0100
3072,65014,57.83,11.941850,34.47,0.0100
3073,65039,-17.00,11.390012,34.46,0.0100
3074,65063,-19.00,12.335097,34.45,0.0100
3075,65095,65.00,11.094036,34.47,0.0100
3076,65103,-25.00,10.971048,34.46,0.0100
3077,65131,61.50,11.873284,34.48,0.0100
3078,65158,59.00,12.131426,34.50,0.0100
3079,65180,-11.00,11.371267,34.49,0.0100
3080,65205,-6.00,11.539050,34.48,0.0100
3081,65228,-19.00,11.982389,34.47,0.0100
3082,65246,-21.00,12.649717,34.46,0.0100
3083,65269,66.17,11.798437,34.48,0.0100
3084,65274,-29.00,10.661384,34.47,0.0100
3085,65308,61.83,12.471343,34.49,0.0100
3086,65335,64.83,11.469864,34.51,0.0100
3087,65360,-6.00,12.242963,34.50,0.0100
3088,65384,-6.00,11.874335,34.49,0.0100
3089,65409,-4.00,11.947808,34.48,0.0100
3090,65434,56.00,11.556977,34.50,0.0100
3091,65459,-13.00,13.092612,34.49,0.0100
3092,65482,63.33,10.900316,34.51,0.0100
3093,65514,-4.00,11.505332,34.50,0.0100
3094,65537,-17.00,11.709313,34.49,0.0100
3095,65547,-24.00,12.419028,34.47,0.0100
3096,65567,-9.00,14.056661,34.46,0.0100
3097,65594,-7.00,10.618348,34.45,0.0100
3098,65623,61.67,10.916492,34.47,0.0100
3099,65642,-19.00,11.959515,34.46,0.0100
3100,65674,65.67,12.044569,34.48,0.0100
3101,65691,-22.00,12.762623,34.47,0.0100
3102,65711,-9.00,11.535257,34.46,0.0100
3103,65734,66.00,11.949107,34.48,0.0100
3104,65757,-18.00,12.354648,34.47,0.0100
3105,65782,58.00,13.573107,34.49,0.0100
3106,65813,-8.00,11.857001,34.48,0.0100
3107,65839,62.83,12.970621,34.50,0.0100
3108,65859,-17.00,12.596318,34.49,0.0100
3109,65871,-20.00,11.539332,34.48,0.0100
3110,65902,65.00,12.341092,34.50,0.0100
3111,65924,-11.00,13.324064,34.49,0.0100
3112,65946,-16.00,12.496743,34.48,0.0100
3113,65977,62.33,11.835286,34.50,0.0100
3114,65994,-22.00,12.115016,34.49,0.0100
3115,66019,59.50,12.379488,34.51,0.0100
3116,66039,-15.00,10.483647,34.50,0.0100
3117,66054,-15.00,11.553442,34.49,0.0100
3118,66063,-27.00,10.090759,34.48,0.0100
3119,66072,-27.00,12.538571,34.47,0.0100
3120,66103,61.67,11.489699,34.49,0.0100
3121,66136,64.50,12.876023,34.51,0.0100
3122,66163,63.00,11.470274,34.53,0.0100
3123,66183,-17.00,11.951916,34.52,0.0100
3124,66202,61.83,12.842905,34.54,0.0100
3125,66232,64.83,11.909596,34.56,0.0100
3126,66249,-20.00,12.495740,34.55,0.0100
3127,66277,56.33,11.885042,34.57,0.0100
3128,66291,-25.00,12.089509,34.56,0.0100
3129,66297,-28.00,14.253944,34.55,0.0100
3130,66319,53.83,10.902782,34.57,0.0100
3131,66338,-17.00,9.497989,34.56,0.0100
3132,66351,-24.00,12.425582,34.55,0.0100
3133,66373,53.33,11.264789,34.57,0.0100
3134,66400,64.67,11.945041,34.59,0.0100
3135,66405,-29.00,9.327538,34.58,0.0100
3136,66437,-5.00,11.427192,34.57,0.0100
3137,66460,62.50,10.746230,34.59,0.0100
3138,66477,-22.00,11.166069,34.58,0.0100
3139,66502,63.00,12.040167,34.60,0.0100
3140,66509,-28.00,10.278658,34.59,0.0100
3141,66524,-20.00,11.904001,34.57,0.0100
3142,66542,-19.00,12.016077,34.56,0.0100
3143,66568,63.50,11.616749,34.58,0.0100
3144,66587,-21.00,12.509501,34.57,0.0100
3145,66608,-16.00,11.362656,34.56,0.0100
3146,66623,-7.00,11.105475,34.55,0.0100
3147,66636,-22.00,11.668340,34.54,0.0100
3148,66656,-18.00,11.737066,34.53,0.0100
3149,66675,-21.00,10.976841,34.52,0.0100
3150,66693,-21.00,12.201102,34.51,0.0100
3151,66718,66.33,11.628057,34.53,0.0100
3152,66737,-21.00,12.023569,34.52,0.0100
3153,66755,-15.00,13.244992,34.51,0.0100
3154,66773,-19.00,11.427256,34.50,0.0100
3155,66805,65.33,11.548705,34.52,0.0100
3156,66828,-11.00,11.928071,34.51,0.0100
3157,66859,66.50,11.404924,34.53,0.0100
3158,66876,-22.00,11.661912,34.52,0.0100
3159,66895,53.17,12.149292,34.54,0.0100
3160,66912,-22.00,12.029852,34.53,0.0100
3161,66921,-18.00,11.740597,34.51,0.0100
3162,66952,60.00,12.056674,34.54,0.0100
3163,66972,-17.00,12.173603,34.52,0.0100
3164,66997,61.67,11.495351,34.54,0.0100
3165,67016,-21.00,12.730806,34.53,0.0100
3166,67042,62.83,11.476780,34.55,0.0100
3167,67067,-8.00,11.692588,34.54,0.0100
3168,67093,63.67,11.753719,34.56,0.0100
3169,67115,-16.00,11.235775,34.55,0.0100
3170,67135,52.00,11.269538,34.57,0.0100
3171,67152,-21.00,10.596110,34.56,0.0100
3172,67180,62.33,10.972600,34.58,0.0100
3173,67202,-9.00,12.058572,34.57,0.0100
3174,67215,-25.00,10.433255,34.56,0.0100
3175,67243,59.50,10.717212,34.58,0.0100
3176,67251,-25.00,11.291143,34.57,0.0100
3177,67279,55.17,11.436951,34.59,0.0100
3178,67299,-21.00,12.453894,34.58,0.0100
3179,67326,-9.00,11.687411,34.57,0.0100
3180,67348,52.33,12.665389,34.59,0.0100
3181,67356,-25.00,10.750893,34.58,0.0100
3182,67368,-25.00,11.352904,34.57,0.0100
3183,67394,-9.00,11.198786,34.56,0.0100
3184,67423,63.33,11.456298,34.58,0.0100
3185,67446,-18.00,11.500913,34.57,0.0100
3186,67464,-21.00,12.096418,34.56,0.0100
3187,67495,68.83,12.384054,34.58,0.0100
3188,67514,-21.00,12.872951,34.57,0.0100
3189,67539,-10.00,12.231134,34.56,0.0100
3190,67563,-17.00,11.099148,34.55,0.0100
3191,67597,63.50,12.490566,34.57,0.0100
3192,67627,60.50,12.044709,34.59,0.0100
3193,67652,-19.00,10.912019,34.58,0.0100
3194,67675,63.50,12.258547,34.60,0.0100
3195,67700,-10.00,11.301005,34.59,0.0100
3196,67704,-29.00,10.788766,34.57,0.0100
3197,67735,64.83,11.333134,34.59,0.0100
3198,67760,-17.00,11.077988,34.58,0.0100
3199,67778,-10.00,12.476077,34.57,0.0100
3200,67796,-21.00,11.920627,34.56,0.0100
3201,67819,60.67,12.322632,34.58,0.0100
3202,67845,-6.00,11.743499,34.57,0.0100
3203,67867,61.17,12.283618,34.59,0.0100
3204,67897,65.83,11.910406,34.61,0.0100
3205,67919,-9.00,11.245520,34.60,0.0100
3206,67945,64.00,11.089693,34.62,0.0100
3207,67967,-5.00,12.347688,34.61,0.0100
3208,67983,-13.00,11.635192,34.60,0.0100
3209,68000,-19.00,10.983363,34.59,0.0100
3210,68028,-5.00,12.106993,34.58,0.0100
3211,68053,61.50,13.059160,34.60,0.0100
3212,68084,-8.00,12.772125,34.59,0.0100
3213,68113,63.67,12.294452,34.61,0.0100
3214,68132,-19.00,11.623023,34.60,0.0100
3215,68160,-3.00,11.552862,34.59,0.0100
3216,68187,-3.00,11.880492,34.58,0.0100
3217,68212,64.67,11.963483,34.60,0.0100
3218,68228,-19.00,11.672381,34.59,0.0100
3219,68246,-19.00,10.568214,34.58,0.0100
3220,68268,-16.00,12.180814,34.57,0.0100
3221,68285,-12.00,12.766296,34.55,0.0100
3222,68306,-7.00,11.827663,34.54,0.0100
3223,68327,-18.00,12.069798,34.53,0.0100
3224,68345,-15.00,11.221505,34.52,0.0100
3225,68371,57.83,12.060666,34.54,0.0100
3226,68393,-9.00,11.546839,34.53,0.0100
3227,68416,54.83,11.633996,34.55,0.0100
3228,68435,-15.00,12.973282,34.54,0.0100
3229,68453,-19.00,12.472585,34.53,0.0100
3230,68476,61.50,11.946133,34.55,0.0100
3231,68503,59.33,12.068419,34.57,0.0100
3232,68520,-22.00,10.546675,34.56,0.0100
3233,68537,-21.00,11.710085,34.55,0.0100
3234,68555,-19.00,12.215068,34.54,0.0100
3235,68577,-16.00,11.973266,34.53,0.0100
3236,68600,-19.00,12.328367,34.52,0.0100
3237,68621,-16.00,11.108907,34.51,0.0100
3238,68650,64.33,11.641514,34.53,0.0100
3239,68658,-27.00,11.840908,34.52,0.0100
3240,68678,-16.00,11.378430,34.51,0.0100
3241,68694,-22.00,11.633579,34.50,0.0100
3242,68719,62.67,12.685894,34.52,0.0100
3243,68736,-18.00,11.827446,34.51,0.0100
3244,68758,53.83,11.812269,34.53,0.0100
3245,68774,-22.00,13.310467,34.51,0.0100
3246,68793,-15.00,12.076894,34.50,0.0100
3247,68814,-16.00,11.931512,34.49,0.0100
3248,68835,-18.00,12.149567,34.48,0.0100
3249,68856,-7.00,10.775297,34.47,0.0100
3250,68881,66.83,12.572115,34.49,0.0100
3251,68903,-20.00,11.691158,34.48,0.0100
3252,68921,-19.00,12.491086,34.47,0.0100
3253,68950,66.17,11.956702,34.49,0.0100
3254,68955,-29.00,14.957470,34.48,0.0100
3255,68967,-25.00,12.257969,34.47,0.0100
3256,68982,-19.00,11.982643,34.46,0.0100
3257,69010,64.50,11.766415,34.48,0.0100
3258,69031,66.33,13.412177,34.50,0.0100
3259,69058,64.83,12.304680,34.52,0.0100
3260,69075,-18.00,11.782632,34.51,0.0100
3261,69097,53.50,11.459993,34.53,0.0100
3262,69118,64.33,12.650127,34.55,0.0100
3263,69132,-14.00,12.812862,34.54,0.0100
3264,69160,63.00,11.718925,34.56,0.0100
3265,69179,-15.00,9.509423,34.55,0.0100
3266,69192,-20.00,11.862459,34.54,0.0100
3267,69220,58.00,12.267489,34.56,0.0100
3268,69248,-9.00,10.404140,34.55,0.0100
3269,69280,62.50,11.899193,34.57,0.0100
3270,69294,-24.00,11.531314,34.56,0.0100
3271,69322,58.33,12.274705,34.58,0.0100
3272,69336,-24.00,11.604523,34.57,0.0100
3273,69367,64.50,11.980413,34.59,0.0100
3274,69388,64.83,11.523444,34.61,0.0100
3275,69418,55.83,11.635362,34.63,0.0100
3276,69451,64.00,12.622786,34.65,0.0100
3277,69474,-18.00,12.174357,34.64,0.0100
3278,69501,-13.00,12.155014,34.62,0.0100
3279,69531,-6.00,11.318368,34.61,0.0100
3280,69553,54.50,11.341230,34.63,0.0100
3281,69577,54.00,12.463229,34.65,0.0100
3282,69605,-7.00,11.338693,34.64,0.0100
3283,69623,-19.00,11.585952,34.63,0.0100
3284,69642,-15.00,12.141532,34.62,0.0100
3285,69676,67.50,13.430495,34.64,0.0100
3286,69696,-21.00,12.285823,34.63,0.0100
3287,69721,50.00,11.757668,34.65,0.0100
3288,69737,-18.00,12.914623,34.64,0.0100
3289,69762,-19.00,11.847737,34.63,0.0100
3290,69777,-10.00,12.157873,34.62,0.0100
3291,69799,63.33,11.639873,34.64,0.0100
3292,69815,-11.00,11.526958,34.63,0.0100
3293,69833,-21.00,11.745254,34.62,0.0100
3294,69864,-6.00,11.859287,34.61,0.0100
3295,69892,62.67,12.744046,34.63,0.0100
3296,69916,64.67,12.218461,34.65,0.0100
3297,69930,-17.00,12.745446,34.64,0.0100
3298,69936,-19.00,10.253794,34.63,0.0100
3299,69948,-17.00,10.586999,34.62,0.0100
3300,69960,-17.00,12.166976,34.61,0.0100
3301,69981,-16.00,12.324289,34.60,0.0100
3302,70002,-11.00,13.034389,34.59,0.0100
3303,70016,-20.00,12.301782,34.57,0.0100
3304,70038,-18.00,11.506402,34.56,0.0100
3305,70062,-17.00,11.306684,34.55,0.0100
3306,70083,-7.00,12.609562,34.54,0.0100
3307,70108,66.00,11.990075,34.56,0.0100
3308,70127,-12.00,10.578435,34.55,0.0100
3309,70153,67.00,12.117661,34.57,0.0100
3310,70164,-26.00,10.864609,34.56,0.0100
3311,70184,-20.00,11.888675,34.55,0.0100
3312,70203,-21.00,11.883654,34.54,0.0100
3313,70226,-19.00,11.072597,34.53,0.0100
3314,70252,65.33,11.449601,34.55,0.0100
3315,70277,-8.00,12.494073,34.54,0.0100
3316,70299,-7.00,12.520736,34.53,0.0100
3317,70327,53.50,12.214295,34.55,0.0100
3318,70352,-19.00,12.796983,34.54,0.0100
3319,70378,64.17,12.465067,34.56,0.0100
3320,70392,-24.00,13.442289,34.55,0.0100
3321,70415,-19.00,12.447069,34.54,0.0100
3322,70435,62.33,10.889334,34.56,0.0100
3323,70452,-22.00,10.989092,34.55,0.0100
3324,70480,61.67,11.645197,34.57,0.0100
3325,70503,-18.00,11.581070,34.56,0.0100
3326,70527,-4.00,11.727697,34.55,0.0100
3327,70549,58.67,12.351748,34.57,0.0100
3328,70568,-8.00,12.668475,34.56,0.0100
3329,70578,-21.00,9.401729,34.54,0.0100
3330,70598,-16.00,12.647076,34.53,0.0100
3331,70619,-20.00,13.463963,34.52,0.0100
3332,70635,-15.00,10.570577,34.51,0.0100
3333,70660,68.17,11.601603,34.53,0.0100
3334,70681,63.67,12.404413,34.55,0.0100
3335,70698,-21.00,10.269890,34.54,0.0100
3336,70722,-19.00,12.747591,34.53,0.0100
3337,70739,-17.00,12.834748,34.52,0.0100
3338,70760,-14.00,12.252309,34.51,0.0100
3339,70784,-4.00,11.706024,34.50,0.0100
3340,70805,-20.00,11.568984,34.49,0.0100
3341,70829,-8.00,11.280969,34.48,0.0100
3342,70845,-10.00,11.404321,34.47,0.0100
3343,70865,-11.00,11.300193,34.46,0.0100
3344,70886,-20.00,13.148308,34.45,0.0100
3345,70898,-11.00,12.176737,34.44,0.0100
3346,70925,-9.00,12.369936,34.43,0.0100
3347,70932,-25.00,11.224549,34.42,0.0100
3348,70960,55.67,12.200560,34.44,0.0100
3349,70985,-10.00,11.675871,34.43,0.0100
3350,71011,57.67,12.302246,34.45,0.0100
3351,71031,-21.00,11.837162,34.44,0.0100
3352,71048,-19.00,11.210525,34.43,0.0100
3353,71069,-18.00,12.084373,34.42,0.0100
3354,71092,57.83,12.966487,34.44,0.0100
3355,71114,-18.00,12.137061,34.43,0.0100
3356,71138,-17.00,12.890115,34.42,0.0100
3357,71161,60.67,12.847590,34.44,0.0100
3358,71188,62.67,11.740440,34.46,0.0100
3359,71211,-20.00,11.296908,34.44,0.0100
3360,71236,56.17,12.156680,34.46,0.0100
3361,71263,60.33,11.201917,34.48,0.0100
3362,71271,-27.00,13.146680,34.47,0.0100
3363,71298,-13.00,11.244889,34.46,0.0100
3364,71313,-19.00,12.091194,34.45,0.0100
3365,71333,-16.00,10.845551,34.44,0.0100
3366,71365,65.17,11.644848,34.46,0.0100
3367,71390,-17.00,11.340006,34.45,0.0100
3368,71406,-20.00,10.220989,34.44,0.0100
3369,71423,-19.00,11.939068,34.43,0.0100
3370,71439,-24.00,10.059329,34.42,0.0100
3371,71458,57.50,11.607518,34.44,0.0100
3372,71486,-7.00,11.479435,34.43,0.0100
3373,71504,-21.00,11.743291,34.42,0.0100
3374,71523,-21.00,11.151747,34.41,0.0100
3375,71547,-6.00,11.509873,34.40,0.0100
3376,71570,-6.00,10.984028,34.39,0.0100
3377,71591,-20.00,11.877593,34.38,0.0100
3378,71612,-18.00,10.703893,34.37,0.0100
3379,71642,-8.00,11.651726,34.36,0.0100
3380,71658,-24.00,11.476184,34.35,0.0100
3381,71679,-18.00,11.957855,34.34,0.0100
3382,71698,61.00,11.611295,34.36,0.0100
3383,71720,-9.00,12.549044,34.35,0.0100
3384,71739,-17.00,12.169625,34.34,0.0100
3385,71759,-20.00,11.847148,34.33,0.0100
3386,71781,-18.00,11.295458,34.32,0.0100
3387,71804,-8.00,11.646307,34.31,0.0100
3388,71826,-9.00,11.402061,34.30,0.0100
3389,71858,-5.00,11.846400,34.29,0.0100
3390,71879,-11.00,10.570189,34.28,0.0100
3391,71908,54.67,11.739482,34.30,0.0100
3392,71927,-17.00,11.503054,34.29,0.0100
3393,71940,-24.00,11.340603,34.28,0.0100
3394,71960,-20.00,11.058119,34.27,0.0100
3395,71984,-8.00,11.597995,34.26,0.0100
3396,72013,63.50,10.609680,34.28,0.0100
3397,72041,-9.00,10.987683,34.27,0.0100
3398,72056,-16.00,11.940371,34.26,0.0100
3399,72074,-17.00,12.323382,34.25,0.0100
3400,72097,58.33,11.709115,34.26,0.0100
3401,72117,-21.00,11.259158,34.25,0.0100
3402,72140,-8.00,10.343775,34.24,0.0100
3403,72159,-17.00,11.792756,34.23,0.0100
3404,72191,-5.00,11.350517,34.22,0.0100
3405,72220,61.83,12.269204,34.24,0.0100
3406,72240,-17.00,10.308487,34.23,0.0100
3407,72260,-20.00,11.965781,34.22,0.0100
3408,72279,-21.00,12.449763,34.21,0.0100
3409,72304,63.67,10.170061,34.23,0.0100
3410,72309,-29.00,11.836030,34.22,0.0100
3411,72340,66.33,11.716829,34.24,0.0100
3412,72370,61.33,10.635131,34.26,0.0100
3413,72375,-29.00,10.513072,34.25,0.0100
3414,72387,-25.00,11.409358,34.24,0.0100
3415,72415,63.67,11.676344,34.26,0.0100
3416,72432,-20.00,11.854761,34.25,0.0100
3417,72455,-15.00,12.038620,34.24,0.0100
3418,72484,62.17,12.024881,34.26,0.0100
3419,72517,66.50,11.313363,34.28,0.0100
3420,72537,-19.00,11.522763,34.27,0.0100
3421,72555,-22.00,11.657586,34.26,0.0100
3422,72580,66.50,12.648343,34.28,0.0100
3423,72600,-19.00,12.150275,34.27,0.0100
3424,72625,63.67,11.903178,34.29,0.0100
3425,72644,-17.00,10.354953,34.28,0.0100
3426,72651,-28.00,10.131133,34.27,0.0100
3427,72679,62.50,11.907279,34.29,0.0100
3428,72709,63.83,11.452697,34.31,0.0100
3429,72734,-6.00,11.779603,34.30,0.0100
3430,72753,-21.00,12.059881,34.29,0.0100
3431,72775,59.00,11.210226,34.30,0.0100
3432,72802,63.67,11.208379,34.32,0.0100
3433,72810,-25.00,11.917963,34.31,0.0100
3434,72829,57.50,12.437120,34.33,0.0100
3435,72851,-16.00,11.786506,34.32,0.0100
